Angular Second Moment,Contrast,Correlation,Variance,Inverse Difference Moment,Sum Average,Sum Variance,Sum Entropy,Entropy,Difference Variance,Difference Entropy,Information Measures of Correlation 1,Information Measures of Correlation 2
0.0050313800421624595,68.60278605129085,0.9566601064458311,795.8239723102965,0.48915166079075323,218.6238566377983,3114.693103189891,6.591934312091524,8.857978583428682,0.0012783434786435319,2.7897814755850416,-0.42152487748394984,0.9951008409626396
0.0028510733466931707,102.96928423483853,0.9523226299948668,1083.4677566291225,0.3819601578125988,217.87652029356258,4230.901742281647,7.06493936562701,9.888834710156875,0.0007303012504279524,3.323145270884331,-0.37466951739124743,0.9942580608920788
0.002300414672048165,93.2311886451352,0.9773138529678665,2057.2775285622893,0.42279229180977523,204.4453470174417,8135.878925604031,7.612168751339112,10.160232967021027,0.0007427687459646997,3.1088834514950507,-0.46986534369310223,0.9989270081973936
0.0009644588253983892,352.9257639800576,0.8804033067179668,1478.5848307318997,0.23191406599044362,215.00659583873158,5561.413558947575,7.8266635738579,11.885556247833374,0.00027117431952044613,4.604022264606714,-0.27699830842174766,0.9882273412663233
0.0009343718588669189,165.82799745603313,0.9513484821869644,1707.0197773553905,0.2890210155986217,216.2352606708718,6662.251111965534,8.094434597177099,11.596888548202433,0.0004116879306830625,3.9328944345412222,-0.3748932560289837,0.997424033041961
0.002118134672003174,78.52076123123041,0.9620142096611263,1036.9842446562525,0.4422073909637301,211.866354345912,4069.416217393793,7.4626963080061435,9.942073306542525,0.000863317986576465,2.9337029057930897,-0.4692335940334883,0.9987455209239426
0.0008948994625531136,353.6922455871539,0.8809048743693146,1488.2101100931295,0.20287430853119326,209.16981737445528,5599.148194785361,7.914520059712681,12.320860528057127,0.00019451635119580079,4.996348050784997,-0.23617872660651015,0.9799530696195892
0.0023081214917222118,368.0658216865769,0.9112915488962597,2079.5433180866166,0.35419117769612196,255.1553027004579,7950.1074506599,7.920788384313077,11.367615745037806,0.0004467880252414896,4.206273365301968,-0.3713627289831768,0.9969568065582474
0.0027305093161641963,133.1971079231578,0.9428017820740955,1167.739719011884,0.37463133533037185,217.76908585605412,4537.761768124372,7.2028315227120565,10.180221985909657,0.0006365655660056285,3.512838141165706,-0.3698142977063546,0.9945941873504145
0.0012350505578258876,273.0747175808956,0.9218209491609717,1749.2510819318013,0.3232514425824074,214.5825290260713,6723.9296101463115,8.029735742731564,11.563693275093152,0.00042995449665654914,4.089309207372956,-0.3668263922770462,0.9970076697235382
0.0010063019043636046,216.19451848662607,0.9357572801671232,1685.2666936414435,0.2875550220395241,205.35221898224086,6524.872256079183,8.042143716071077,11.606346438012814,0.0003867055682958273,4.060748794992512,-0.3612547510556474,0.9967628918079672
0.0010686261097276927,190.10820037460178,0.9326867765770492,1415.1596521332121,0.2693839977157274,214.79601350031456,5470.53040815824,7.831967515440869,11.455521592951055,0.000371023133515479,4.077473432300651,-0.3346186914699404,0.9945772945251959
0.0022190876330382956,136.48998534108438,0.9647414803204499,1938.340385839696,0.38600801508008875,215.71177933955613,7616.8715580176995,7.6403045251862425,10.438667809749976,0.0006282502175874411,3.318854981487856,-0.4358784486432245,0.9983707685707774
0.0013877508251602425,76.06144975409576,0.9727844743588112,1400.6107236390326,0.3715856238088987,206.33054045785298,5526.381444802037,7.813373129656631,10.645453223152973,0.0006162555123865338,3.252116340857258,-0.4444241711363063,0.9987475316857792
0.0007970417616305718,295.9721435492871,0.8979330181301282,1453.0420921446457,0.18556334738075336,212.92139945378952,5516.196225029333,7.900965011207054,12.202697296414094,0.00020961450214677108,4.7928251595261315,-0.24758340792507688,0.9828693577633147
0.0011926053356566258,117.45056314600133,0.9725997146333406,2145.6360691765694,0.36297058250263947,214.60686270029993,8465.093713560278,8.107723758066195,10.992187241648617,0.0006872596613444675,3.334871156374077,-0.4586789611901494,0.9992084065051545
0.001735315073188074,104.80842184730525,0.9679920688263784,1639.8691626415898,0.4066107701504437,208.48092897881517,6454.66822871906,7.841882483565693,10.470283283568719,0.0006905943633114567,3.0944517833114116,-0.47654358186048285,0.9992150142774783
0.001098746354420054,206.59162818727503,0.9126834035052703,1186.2689949650207,0.24802708989304595,210.6264085270739,4538.4843516728215,7.686577564116754,11.628140942795323,0.00030701061155351776,4.407267583695016,-0.27709286132087996,0.9870645333077803
0.0011393778622447225,370.20667250874743,0.8549828025549007,1279.6392749616189,0.23690373924513486,210.3572498881437,4748.350427337733,7.661888123951624,11.780199890428912,0.000271489879930687,4.655346249365887,-0.25621310136545017,0.9831624393278221
0.0008471703413404877,167.7251640049784,0.9435812117114216,1489.410296065275,0.21482605197968246,212.95441650890683,5789.916020256123,7.927552984862412,11.852394562176393,0.0002995944838373821,4.346098430710681,-0.300495598430366,0.9916967498913996
0.0008329807360274548,447.2101603862578,0.8841133004275153,1932.046687134206,0.21855780610208048,208.04358949165186,7280.976588150586,8.178275323708977,12.341771380087017,0.00025723207826886007,4.7173075857811995,-0.2952964698711506,0.9925479298683663
0.001376325678949037,80.5363292931618,0.9672660684133672,1233.5279318597522,0.3552258814269404,207.70653461852527,4853.575398145844,7.730071607092172,10.722057929246164,0.0005507541391106672,3.4138080642019126,-0.41468939678254635,0.997984212287065
0.0016161522536810857,98.82462255693717,0.9708769581487643,1699.4366943052914,0.3973775979851517,211.25201940499653,6698.922154664231,7.836293317758658,10.543149543162833,0.0007118455725594456,3.2040045438880416,-0.46518804523129154,0.9990763703157433
0.0013184564894562806,98.70181147444148,0.9771408225749743,2161.389690651709,0.37507408084586447,209.63069306624047,8546.856951132391,8.089333985841677,10.944267864385445,0.0007053125232751221,3.331745783921174,-0.463320101028602,0.9992546363885625
0.001968934088285632,101.09269831773929,0.96817631312039,1589.0084456464083,0.3892961185976516,153.4730194798666,6254.941084267896,7.706830092177396,10.448218213891089,0.0006364343551234919,3.217124258897915,-0.45188867334172456,0.99876997384288
